id,amount_tsh,funder,gps_height,installer,longitude,latitude,basin,region,district_code,lga,population,scheme_management,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,operational_year,status_group
64866,14,302,2243,426,32119,53570,0,0,5,90,353,7,3,7,5,6,2,8,1,25,0
64867,27,1579,1279,1644,9996,52521,4,13,5,45,426,7,8,7,2,6,3,7,4,23,0
64868,53,1649,1475,1728,22792,32878,0,18,1,23,240,7,9,7,0,6,1,3,4,26,2
64870,11,1800,1745,1898,43764,50404,0,0,6,50,661,7,3,7,3,6,2,6,1,9,0
64871,39,261,1425,1728,3254,42056,3,5,1,30,276,7,8,7,6,6,2,7,4,15,0
64872,34,1501,2069,1576,26476,7678,6,3,4,91,14,12,12,7,2,6,1,7,4,9,0
64874,27,261,1129,272,19456,7486,1,10,3,46,197,7,3,7,1,6,0,8,1,15,2
64875,27,860,1279,390,14679,57516,4,13,2,54,426,7,8,7,2,6,1,7,4,25,0
64876,27,1259,1279,1395,13205,57516,4,13,6,15,426,7,4,7,2,6,2,3,4,23,1
64877,25,580,492,710,42160,21164,8,11,1,36,247,7,15,7,1,6,1,7,4,20,0
64878,18,456,43,390,55008,13616,7,7,9,37,292,9,14,11,5,4,1,3,2,9,0
64879,53,261,2042,336,26345,5932,1,3,5,51,150,7,3,7,0,6,1,8,1,25,0
64880,27,1205,1673,1331,658,34682,3,5,2,28,544,11,9,7,2,6,1,8,6,25,0
64881,34,1417,1426,390,9847,41114,4,17,3,25,466,12,8,11,6,3,3,7,4,14,0
64882,25,292,439,390,39156,10967,6,11,4,122,384,12,15,7,1,7,1,7,4,11,0
64883,44,1545,1102,390,30335,3694,1,16,2,111,512,7,3,7,3,6,0,8,1,38,2
64885,27,1196,1267,2116,12794,53423,4,13,1,121,247,12,9,7,2,6,3,8,6,22,1
64887,12,1866,1383,1665,24277,34555,0,18,1,23,525,8,14,10,5,6,1,3,2,13,2
64888,12,456,1397,390,33928,36786,0,8,1,2,261,7,3,7,2,6,1,8,1,10,0
64889,17,62,46,41,55325,18924,6,14,4,69,149,7,15,7,2,6,3,7,4,10,2
64890,27,513,1129,390,4782,55351,4,4,1,26,197,8,3,7,0,6,1,8,1,14,0
64892,27,1868,1129,312,10356,37299,3,19,1,94,197,7,8,7,2,6,3,7,4,17,0
64893,25,1742,937,571,27980,3343,1,16,3,61,80,7,3,7,1,6,1,8,1,18,0
64894,4,436,1039,201,42505,44209,5,6,5,16,691,10,3,9,5,6,1,8,1,21,0
64896,34,1417,1426,390,9914,39603,4,17,3,25,466,12,8,11,6,3,3,7,4,14,0
64898,48,1733,1801,1028,23427,5957,1,3,5,51,149,7,3,7,2,6,1,6,1,13,2
64899,48,1501,1652,1657,26408,12699,6,3,4,91,65,7,3,7,0,6,1,8,2,6,0
64900,27,1196,1129,2116,18340,10570,1,10,4,100,197,7,3,7,2,6,1,6,1,20,0
64902,27,1866,1129,568,36442,22576,8,2,1,76,197,7,3,7,0,6,1,8,1,14,2
64904,27,1196,1129,2116,16950,9719,1,10,4,100,197,7,3,7,2,6,1,8,1,20,0
64907,18,389,456,483,48477,1247,7,12,17,87,141,7,4,7,2,4,0,3,4,14,2
64908,18,799,1413,390,18929,53901,4,9,4,10,29,3,3,3,6,6,3,5,6,6,2
64909,27,513,1279,390,14679,57516,4,13,2,54,426,12,8,7,2,6,3,7,4,25,1
64910,34,1501,1779,1576,24827,10653,6,3,4,91,120,7,12,7,2,6,1,1,4,7,0
64911,27,1196,1129,386,6171,54811,4,4,3,81,197,7,3,7,2,6,1,8,5,15,0
64914,27,1196,1279,2116,16269,52135,4,13,2,54,426,7,13,7,2,6,1,7,4,23,0
64915,27,1868,1129,312,11943,37545,0,19,1,94,197,7,9,7,2,6,3,7,6,15,2
64916,34,261,1962,390,23697,9969,6,3,4,91,36,8,3,10,1,6,1,6,1,26,0
64917,27,1634,1129,1713,10506,29585,3,19,6,115,197,7,4,7,2,4,3,3,4,19,0
64918,34,1417,1426,1485,12731,38585,0,17,3,104,466,7,9,7,2,6,2,7,6,13,2
64919,59,1196,57,2116,56813,16988,6,14,15,53,50,7,8,7,2,6,1,7,4,10,0
64920,29,1319,1265,1427,21038,55482,4,9,3,82,467,3,3,3,6,6,1,5,1,7,0
64921,27,214,1129,390,4246,54678,4,4,1,26,197,12,4,7,2,6,2,7,4,14,2
64922,11,971,1204,390,41076,51141,0,0,6,50,50,9,3,11,3,4,2,3,1,14,2
64923,34,57,1426,33,15118,38694,0,17,3,104,466,9,8,11,2,6,1,7,4,13,0
64924,34,456,561,1474,44939,21590,8,11,6,83,159,7,15,7,2,4,1,7,4,46,0
64925,12,776,1672,390,32028,36657,0,8,1,2,257,7,9,7,2,6,1,7,6,28,2
64926,53,1394,949,390,5583,19138,2,15,1,75,217,7,3,7,0,6,1,8,1,33,0
64927,32,1155,1377,1261,23844,35620,0,18,1,23,144,3,3,3,2,6,3,5,1,13,1
64928,29,456,1547,273,46909,40416,5,6,2,84,333,10,3,9,1,6,2,6,6,50,2
64929,34,341,1396,390,5106,15294,3,15,2,113,384,7,3,7,2,6,2,6,1,34,0
64930,11,935,2071,1008,30637,37368,0,8,3,63,0,3,8,3,2,6,1,7,4,30,2
64931,48,261,1474,336,35603,18817,6,3,7,34,29,7,3,7,0,6,1,6,1,36,0
64932,27,456,1129,272,14144,13101,2,10,2,60,197,7,3,11,3,6,0,6,1,18,2
64933,25,337,1298,390,1811,35959,3,5,2,28,804,11,3,7,1,6,1,8,1,17,0
64934,27,1196,1129,2116,22588,13882,6,10,7,59,197,10,3,9,2,6,3,6,1,14,0
64935,14,1107,2386,1247,30759,47404,0,0,5,90,197,7,6,7,2,6,1,6,2,14,0
64937,27,524,1279,645,15053,51049,4,13,4,45,426,7,13,7,2,6,0,3,4,23,2
64938,29,1588,570,1694,41657,22436,8,11,1,36,607,7,0,11,3,4,1,7,4,21,0
64939,18,1196,1680,2116,36708,45029,0,0,1,70,0,7,3,7,2,6,2,8,1,20,2
64940,18,899,1226,390,15141,53179,4,9,4,10,384,9,0,11,2,6,1,7,4,21,2
64941,48,456,1915,568,33076,16565,6,3,7,34,552,7,3,7,2,6,1,6,1,46,2
64943,34,456,1426,299,26037,39866,0,17,6,64,466,9,8,11,2,6,2,7,4,13,0
64944,18,62,182,96,57240,2908,7,12,1,77,384,7,7,7,5,6,2,3,2,10,2
64945,18,1196,1733,2116,27557,30530,0,18,2,109,0,7,14,7,6,7,4,3,1,9,2
64946,39,261,1277,1728,1986,39027,3,5,1,30,343,7,3,7,6,6,1,8,5,13,0
64947,25,1740,418,1474,47293,20206,8,11,2,71,159,7,3,7,1,6,1,6,1,35,0
64948,48,1196,1477,2122,28210,4908,1,3,5,51,63,7,3,7,3,6,1,6,1,10,0
64949,34,45,1359,82,1370,32791,3,5,2,28,656,4,4,4,1,0,1,3,4,11,2
64950,23,1532,1064,390,34222,5006,1,16,5,86,414,9,15,11,1,6,2,7,4,26,0
64951,27,1866,1129,1507,39001,25736,8,2,3,43,197,7,14,7,5,4,2,3,2,15,0
64952,34,1719,1738,390,27869,11935,6,3,4,91,40,7,3,7,1,6,1,8,1,11,0
64954,27,456,1279,1474,16871,51115,4,13,2,45,426,7,14,7,2,6,2,3,2,23,2
64955,34,1122,1426,390,16704,50615,4,17,2,58,466,9,8,11,3,6,1,7,4,14,0
64956,27,456,1129,534,33673,27720,0,2,4,11,197,7,7,7,6,6,0,3,1,20,2
64957,34,456,1252,390,49439,34857,5,20,1,52,0,7,3,7,2,6,1,8,1,12,0
64959,34,261,1767,406,23466,5514,1,3,5,51,0,7,3,7,0,6,1,8,1,28,0
64960,43,985,746,390,51546,31778,5,20,8,68,296,7,3,7,2,4,1,4,1,49,0
64961,34,1417,1426,390,16492,41081,0,17,8,40,466,9,9,11,6,4,2,7,6,13,2
64962,27,1196,1129,2116,17169,8015,1,10,4,100,197,7,3,7,2,6,2,6,1,20,1
64963,34,1501,2251,1576,23584,8771,1,3,4,91,50,3,12,3,2,6,1,1,4,19,2
64964,34,434,818,528,36222,413,7,16,5,86,120,7,3,7,3,6,3,6,1,9,0
64965,27,1620,1129,297,34611,25563,8,2,5,14,197,7,7,7,2,6,0,3,1,18,2
64966,34,1122,1426,390,16371,46456,4,17,2,58,466,9,8,11,2,6,0,7,4,14,2
64967,14,792,452,912,54464,1639,7,12,12,57,63,7,3,7,2,6,1,8,1,11,1
64968,48,261,980,337,33976,3087,6,16,5,86,343,9,15,11,0,6,1,7,4,29,0
64969,12,456,945,571,47074,37688,5,6,3,101,247,11,14,8,5,4,2,3,1,14,1
64970,29,951,1524,1012,20792,54901,4,9,3,82,314,7,15,7,6,7,4,3,4,14,2
64971,43,456,218,390,51339,29841,5,20,3,80,680,7,0,7,2,6,2,7,4,37,0
64972,12,456,1209,390,33482,37754,0,8,1,2,281,7,3,7,2,6,1,6,1,58,0
64973,59,1465,2068,2125,24534,9480,6,3,4,91,4,10,3,9,1,6,1,6,1,8,0
64974,27,302,1129,425,17111,28272,0,19,3,124,197,7,0,7,2,6,1,7,4,17,2
64975,27,513,1279,390,13897,51806,4,13,2,54,426,7,9,7,2,4,2,8,6,23,2
64976,34,1372,1937,10,26366,10212,6,3,4,91,75,8,3,10,1,6,1,8,1,8,0
64977,53,1370,1164,2137,29282,5460,1,3,5,51,176,7,3,7,1,6,0,8,1,12,2
64978,11,1880,299,1977,49601,24086,8,14,1,3,124,8,6,10,2,6,1,6,1,14,0
64980,12,456,1421,1474,39362,43914,5,0,7,65,139,7,3,7,6,6,1,8,1,44,1
64981,43,1372,262,390,51675,29050,5,20,3,80,0,7,3,7,2,6,3,8,1,19,0
64982,11,302,367,355,53061,3918,7,7,14,98,873,7,4,7,5,6,1,3,4,11,0
64983,18,456,155,355,51289,20900,8,14,3,39,0,7,3,7,2,6,1,6,1,42,2
64984,27,1579,1279,1644,8836,51777,4,13,5,102,426,7,9,7,2,6,0,7,4,23,2
64986,14,1661,22,1051,57311,4434,7,12,5,78,75,7,14,7,5,6,3,3,1,12,0
64987,44,228,1440,390,27320,14752,6,3,2,79,50,7,3,7,0,6,1,8,1,18,0
64989,34,1417,886,390,35764,3787,6,16,5,86,656,9,15,11,1,6,2,7,4,10,0
64990,18,1672,917,1825,29135,26585,0,18,3,56,426,12,8,7,6,6,1,7,4,28,2
64991,27,1866,1129,1066,37236,24363,8,2,3,43,197,7,3,7,0,6,1,8,2,15,0
64992,27,727,1129,807,10969,11416,2,10,6,62,197,7,8,7,3,6,2,7,4,18,2
64993,11,780,1227,937,41833,46813,5,6,7,106,0,10,3,9,1,6,1,8,1,18,0
64994,34,1122,1426,390,16622,45525,0,17,2,58,466,9,8,11,4,6,2,7,4,14,0
64995,34,1634,1657,390,5718,15344,3,15,2,113,296,7,4,7,2,6,1,3,4,8,2
64996,27,456,1129,390,39554,24632,8,2,3,43,197,7,3,7,0,6,2,8,2,15,0
64997,43,446,681,386,43149,26058,8,11,1,36,774,7,9,7,0,6,2,7,6,23,2
64998,27,456,1801,390,1184,33967,3,5,2,28,247,11,9,9,2,6,1,5,1,20,0
64999,34,1273,1768,1191,6164,15689,3,15,2,113,343,7,3,4,2,6,2,6,1,48,0
65000,34,1093,1558,2138,24705,11828,6,3,4,91,65,8,3,10,1,6,1,6,1,14,0
65002,38,261,642,337,43224,1077,7,16,1,120,0,7,3,7,0,6,1,6,1,30,0
65003,18,1838,55,2015,57317,4160,7,12,5,78,314,9,14,7,5,6,1,3,2,11,0
65004,18,1361,82,1512,56553,5110,7,7,16,47,197,12,9,7,6,6,1,7,6,21,2
65005,25,446,681,386,42456,25725,8,11,1,36,680,7,15,7,2,6,2,7,4,44,2
65006,34,345,1426,401,14343,38627,0,17,3,104,466,9,9,11,2,6,1,7,6,13,2
65007,34,1649,1460,1728,23173,31688,0,18,1,23,362,7,8,7,3,6,1,7,4,36,0
65009,34,319,1426,390,8199,41501,3,17,5,9,466,9,15,11,6,3,2,7,4,13,2
65011,43,474,1305,590,12804,52999,4,13,8,22,552,7,9,7,1,4,2,7,6,30,2
65012,27,1742,1279,390,14679,57516,4,13,2,54,426,12,0,7,2,6,2,7,4,25,2
65013,27,513,1129,390,5910,51014,3,4,4,6,197,7,15,7,2,6,1,7,4,20,2
65014,43,1323,2203,1432,23773,8546,1,3,4,91,50,7,3,7,0,6,1,8,1,18,0
65015,18,1634,394,1713,48063,1219,7,16,1,120,0,7,15,7,5,6,1,3,4,10,2
65016,27,727,1129,807,13275,9939,1,10,6,62,197,7,8,7,3,6,1,7,4,18,2
65017,11,456,166,390,52762,29322,5,20,4,117,296,7,14,7,5,6,1,6,1,35,0
65021,27,727,1129,807,11906,13213,2,10,6,62,197,7,8,7,3,6,3,7,4,18,0
65023,27,1825,1129,2138,18399,7177,1,10,3,46,197,7,3,7,2,6,0,8,1,15,2
65024,71,456,1782,425,45703,48247,5,6,1,96,0,0,3,0,2,6,1,8,2,60,0
65025,27,1777,1279,1885,11375,51315,4,13,7,67,426,7,9,7,4,6,1,7,6,23,2
65026,34,1742,1508,390,26405,13454,6,3,4,91,89,8,3,10,3,6,1,6,1,42,0
65027,27,513,1129,390,7286,55999,4,4,2,7,197,7,3,7,2,6,2,8,1,18,2
65028,34,173,1427,390,21508,57516,4,17,1,5,466,9,8,11,6,6,4,7,4,13,0
65030,18,1271,153,348,52290,22599,8,14,2,29,0,11,7,4,5,6,1,6,2,21,0
65031,29,588,864,390,627,28199,3,5,3,31,130,7,3,7,1,6,2,8,1,13,1
65032,34,292,334,390,37952,15794,6,11,3,122,324,12,8,7,1,6,1,7,4,28,0
65033,27,1196,1129,2116,19420,8964,1,10,4,100,197,3,3,3,6,6,1,8,1,20,2
65034,34,345,1426,390,16064,40491,0,17,7,105,466,9,0,11,2,4,1,1,4,13,2
65036,47,1790,1607,1927,47769,35540,5,6,3,101,149,11,3,7,1,6,1,8,1,9,0
65037,48,261,1232,336,29098,17134,6,3,1,24,0,7,3,7,0,6,1,8,1,31,0
65038,34,456,1426,571,13734,38295,0,17,3,104,466,7,7,7,2,6,1,3,2,13,2
65039,27,456,1129,390,4972,56221,4,4,1,26,197,2,3,7,2,6,1,6,1,14,0
65040,11,456,404,263,48626,25821,8,14,1,3,40,7,6,7,5,4,2,3,1,48,2
65041,34,1425,1781,279,49538,32050,5,20,1,52,0,7,3,7,2,6,1,8,1,18,0
65042,43,302,746,390,54570,30203,5,20,8,68,197,7,9,7,2,4,2,7,4,11,0
65043,27,513,1129,390,5762,57019,4,4,7,66,197,7,8,7,2,6,2,7,4,14,2
65045,18,1273,52,1400,52544,23873,8,14,1,3,100,4,14,4,2,6,1,3,1,11,0
65046,43,456,202,390,51229,29403,5,20,3,80,466,7,3,7,2,6,2,8,1,45,0
65047,11,456,1058,390,39529,41674,5,0,2,0,149,7,3,7,5,6,2,8,1,42,0
65048,34,1323,2021,10,25557,9630,6,3,4,91,50,8,3,10,1,6,1,8,1,8,0
65049,48,228,527,390,24508,3481,1,3,5,51,50,7,3,7,2,6,1,8,1,9,0
65050,34,1118,423,390,46977,25924,8,11,6,83,0,7,9,7,2,4,1,7,6,22,2
65051,27,1730,1129,1847,5787,53293,4,4,3,81,197,7,3,7,2,6,1,8,1,15,1
65052,34,57,1426,33,14016,40026,0,17,3,104,466,9,8,11,2,6,3,7,4,13,0
65053,27,513,1279,603,11553,51221,4,13,7,67,426,7,0,7,2,6,1,3,4,23,0
65054,12,776,1465,390,32339,36107,0,8,1,2,307,7,15,7,2,6,1,7,4,25,0
65055,17,62,72,41,54256,19319,6,14,4,69,384,7,9,7,2,4,0,7,6,11,2
65058,43,1634,1798,1713,30650,16815,6,3,1,24,590,7,15,7,1,6,0,3,4,8,0
65059,4,179,1085,390,43551,45185,5,6,4,73,40,10,3,9,5,6,1,6,1,12,0
65061,27,712,1279,802,11645,51081,4,13,7,102,426,7,9,7,2,3,2,7,6,23,2
65062,11,758,906,835,128,30888,3,5,4,32,847,2,9,1,2,6,0,2,2,42,2
65064,34,212,1470,866,39952,24934,8,11,1,36,363,7,3,7,1,6,1,8,1,10,1
65065,44,174,1371,390,30002,5555,1,16,2,111,247,7,3,7,3,6,0,6,1,28,2
65066,18,290,681,368,42379,25256,8,11,1,36,197,7,6,7,5,4,1,3,1,36,0
65067,43,1119,274,390,45556,19193,8,11,2,71,343,7,15,7,3,7,4,7,4,37,2
65068,34,1417,1426,1956,21321,49184,4,17,6,64,466,9,8,11,2,6,1,7,4,13,0
65069,18,550,751,390,33072,20036,6,3,1,24,0,12,3,6,5,6,0,8,1,38,2
65070,34,1742,1602,390,24145,11482,6,3,4,91,45,8,3,10,1,6,2,6,1,36,0
65071,27,302,1129,425,9602,35269,3,19,3,124,197,7,3,7,2,6,3,5,1,17,2
65072,34,456,1426,571,18121,44383,0,17,2,58,466,7,3,7,4,6,1,6,2,14,2
65073,27,210,1129,297,34450,26547,8,2,5,14,197,7,4,7,2,4,2,7,4,18,0
65074,27,1196,1129,2116,18452,10452,1,10,4,100,197,7,3,7,2,6,1,6,1,20,0
65075,34,921,1378,998,28666,1058,1,16,3,61,120,9,3,11,2,6,1,8,1,7,0
65076,14,1496,988,1574,40740,40851,5,8,4,108,149,12,15,11,6,4,1,3,4,12,0
65077,5,456,1561,390,45027,45838,5,6,4,73,0,7,3,7,2,6,1,8,6,50,2
65078,14,418,425,496,53092,1909,7,12,12,57,0,7,8,7,6,6,0,7,4,47,2
65079,27,261,1129,337,14649,12525,2,10,2,60,197,7,3,11,3,6,0,6,1,18,2
65081,27,302,1129,423,9713,31242,3,19,3,124,197,7,9,7,2,6,1,7,4,17,0
65082,12,28,1398,70,40934,44032,5,0,7,65,207,7,3,7,6,6,2,6,2,18,2
65083,29,537,1200,614,17702,55378,4,9,3,82,247,7,9,7,2,6,1,7,6,21,2
65084,27,739,1129,534,34791,23964,8,2,4,11,197,7,14,7,6,6,0,3,2,20,2
65085,29,1257,284,390,38050,16176,6,11,3,35,680,12,14,7,2,6,2,3,1,10,2
65086,12,86,1298,390,34302,37129,0,8,1,2,120,7,3,7,2,6,1,8,1,8,0
65087,11,1196,1215,2116,36119,50606,0,0,6,50,0,12,9,6,6,7,4,9,4,14,0
65088,43,985,746,390,51856,31417,5,20,8,68,296,7,3,7,2,6,1,4,1,39,0
65089,48,550,1793,390,32945,17121,6,3,1,24,314,7,3,7,2,6,3,8,1,8,0
65090,29,261,50,326,53477,23677,8,14,1,3,50,7,6,7,1,6,1,6,1,37,2
65091,18,1866,1389,571,36875,27130,8,8,5,41,0,10,14,7,5,6,2,3,6,13,2
65093,23,418,407,496,51816,3108,7,12,12,57,939,7,7,7,5,4,1,3,2,48,0
65095,18,971,1482,1266,20387,54165,4,9,4,10,656,8,3,7,5,6,1,3,1,49,2
65096,34,1649,1644,1728,48172,34314,5,6,3,101,399,11,3,7,2,6,2,8,2,25,2
65098,34,456,1426,571,14465,39039,0,17,3,104,466,9,9,11,2,6,1,7,6,13,2
65099,27,456,1237,390,13218,53348,4,13,1,121,466,12,8,7,2,6,3,7,4,10,2
65100,25,1609,1701,1703,26477,54255,4,9,2,103,680,2,3,11,4,6,1,0,1,14,2
65101,25,292,958,390,38532,13872,6,11,4,122,200,8,3,11,1,6,1,8,1,23,0
65102,8,983,1580,1164,32125,40978,0,0,11,27,296,7,3,7,5,6,3,6,1,28,0
65103,27,727,1129,807,10833,10342,2,10,6,62,197,7,8,7,3,6,1,7,4,18,0
65104,5,180,797,390,45028,42255,5,6,4,73,0,10,3,9,5,6,1,8,1,11,2
65105,27,1196,1129,2116,19000,9045,1,10,4,100,197,7,3,7,6,6,1,8,1,20,2
65108,27,1024,1129,1200,10744,29702,3,19,6,115,197,2,9,1,2,6,0,7,4,20,2
65109,34,1629,1823,1812,49240,32833,5,20,1,52,0,7,3,7,2,6,1,8,1,35,0
65111,27,1351,1129,312,13810,37701,0,19,1,94,197,7,4,7,2,4,1,0,4,15,2
65112,34,1634,1798,1717,5796,16234,3,15,2,113,149,7,8,7,2,6,3,7,4,14,2
65113,27,1196,1129,2116,22771,13740,6,10,7,59,197,10,3,9,2,6,3,6,1,14,0
65114,18,513,1212,390,15619,53198,4,9,4,10,384,9,9,11,2,6,1,7,6,23,2
65115,34,1408,1426,390,8142,44923,3,17,5,9,466,9,8,11,6,6,1,7,4,13,0
65116,11,302,485,427,53565,4587,7,7,14,98,276,7,3,7,5,6,1,8,1,48,2
65117,27,456,1129,270,14696,12557,2,10,2,60,197,7,3,11,3,6,0,6,1,18,2
65118,27,456,2326,297,20058,9319,1,3,3,55,35,7,3,7,1,6,1,8,1,34,0
65120,27,456,1129,949,35532,22877,6,2,1,76,197,7,3,7,2,6,1,8,1,14,0
65121,34,36,408,900,46126,25518,8,11,6,83,29,7,14,7,2,4,0,3,1,7,2
65122,40,456,1359,390,1262,32693,3,5,2,28,426,11,3,4,1,6,1,6,2,11,0
65123,14,456,237,423,55534,4234,7,7,10,47,114,8,3,10,5,6,1,6,2,9,2
65124,71,456,1544,425,46014,47183,5,6,1,96,0,0,3,0,1,6,1,8,1,45,2
65125,18,1273,292,1977,49333,23364,8,14,1,3,14,8,6,4,5,6,1,6,1,8,0
65126,14,456,148,423,55899,4290,7,7,10,47,0,7,3,7,5,6,1,6,2,9,0
65127,34,1417,1426,1485,14441,42358,4,17,8,40,466,3,3,6,6,6,3,5,6,13,1
65128,14,1107,1945,1247,30001,47421,0,0,5,90,86,10,3,9,2,6,2,8,1,47,0
65129,18,1791,187,404,53976,23227,8,14,1,3,680,0,6,1,5,6,1,6,1,7,0
65131,18,396,491,505,56196,1681,7,12,4,116,0,10,14,7,2,6,3,3,1,40,1
65132,11,456,205,390,52774,29469,5,20,4,117,197,7,14,7,5,6,1,6,1,35,0
65134,82,1203,1487,1330,1309,35590,3,5,2,28,466,11,3,4,1,6,1,6,1,25,0
65135,25,1169,1391,1317,21981,55128,4,9,2,103,29,2,12,1,6,6,1,7,4,11,0
65136,4,436,1576,201,43320,47538,5,6,5,16,24,10,3,9,5,6,1,8,1,13,0
65137,17,1634,222,883,54641,3973,7,7,14,98,333,7,8,7,2,4,1,7,4,9,1
65138,27,1101,1129,390,4760,48852,3,4,4,6,197,7,8,7,2,6,1,7,4,20,0
65139,8,436,1185,201,42190,46714,5,6,5,16,60,10,3,9,5,6,1,8,1,21,0
65141,43,474,1305,590,11925,53042,4,13,8,22,552,7,15,7,2,4,1,7,4,30,2
65142,48,727,1832,807,33110,16836,6,3,7,34,0,7,0,7,2,6,1,3,4,7,0
65144,34,337,1786,390,27956,7969,6,3,4,91,19,7,3,7,2,6,2,8,1,9,2
65145,34,345,1409,390,20987,50340,4,17,1,5,466,9,8,11,2,6,1,7,4,20,0
65146,14,377,555,475,48552,34181,5,6,3,101,227,11,14,7,5,6,1,3,2,8,2
65147,14,792,579,912,55863,2299,7,12,12,88,188,7,14,7,2,6,2,3,1,22,0
65148,27,1781,1129,1889,16299,12395,6,10,2,60,197,7,3,11,3,6,0,6,1,18,2
65149,44,261,1047,390,31696,1698,7,16,2,111,0,7,3,7,3,6,1,6,1,44,1
65150,34,1118,527,390,44976,21944,8,11,6,83,0,7,9,7,2,7,2,7,6,21,2
65152,27,261,1129,272,18505,6828,1,10,3,46,197,7,3,7,2,6,0,8,1,15,2
65153,27,1196,1129,2116,18999,13228,6,10,7,59,197,8,3,10,1,6,2,6,1,14,0
65154,27,456,1129,390,4292,55350,4,4,1,26,197,7,3,7,2,6,1,8,1,14,0
65156,14,1273,318,1985,50014,24489,8,14,1,3,31,8,6,10,5,6,1,6,1,7,0
65158,11,1273,1078,160,42154,45355,5,6,7,106,0,6,4,5,2,6,1,3,4,11,2
65159,34,1742,1578,390,23687,12030,6,3,4,91,247,8,3,10,1,6,1,6,1,42,0
65160,27,838,1129,297,39390,24712,8,2,3,43,197,7,3,7,0,6,0,8,1,15,2
65161,27,1866,1129,177,17100,37260,0,19,2,19,197,11,7,7,6,7,0,3,2,19,2
65162,27,838,1129,297,36580,26689,8,2,3,43,197,7,7,4,5,4,0,3,1,15,2
65163,25,456,1352,571,22022,55304,4,9,2,103,197,9,7,11,6,4,2,3,2,48,2
65165,18,513,1337,645,22453,53854,4,9,2,103,197,2,0,1,5,4,1,3,4,20,0
65166,34,1742,546,1852,26845,294,1,16,3,61,40,7,3,7,2,6,0,8,1,32,2
65167,11,855,1449,1071,40925,48415,0,6,7,106,0,10,3,9,1,6,1,8,1,19,0
65170,5,180,869,390,44485,42983,5,6,4,73,50,10,3,9,5,6,1,8,1,11,0
65171,27,524,1279,645,14972,50711,4,13,4,45,426,7,8,7,2,6,2,7,4,23,0
65172,29,456,1598,571,20314,55013,4,9,3,82,487,3,3,3,6,6,1,2,2,46,2
65173,34,345,1427,390,21508,57516,4,17,1,5,466,9,8,6,6,6,1,7,4,14,0
65174,48,261,1110,336,34518,19495,6,3,1,24,0,7,3,7,2,6,3,8,1,30,0
65175,34,1417,1426,390,8709,39159,3,17,3,25,466,12,9,6,6,7,4,7,6,13,2
65176,27,1203,1129,1330,2794,52094,4,4,11,89,197,7,3,7,2,6,2,8,6,15,1
65177,27,456,1129,390,3898,55974,4,4,1,26,197,7,3,7,2,6,0,6,1,14,2
65178,27,327,1129,390,4431,57075,4,4,1,26,197,12,3,1,2,6,3,5,1,14,0
65179,27,838,1129,297,39544,24689,8,2,3,43,197,7,3,7,0,6,0,8,1,15,2
65180,43,401,667,512,46403,22770,8,11,5,72,0,7,3,7,2,6,3,5,1,23,0
65181,18,1196,1562,2116,26242,33636,0,18,2,109,0,7,7,7,6,7,4,3,1,9,2
65183,25,1740,416,1474,47301,20392,8,11,2,71,149,7,3,7,1,6,1,6,1,37,1
65184,12,28,1666,68,31522,34293,0,8,2,17,378,7,3,7,2,6,0,8,1,11,2
65185,18,598,40,711,52413,23812,8,14,1,3,100,9,4,11,2,6,1,7,4,8,0
65186,18,390,334,508,50944,4926,7,7,3,85,188,7,9,7,2,7,0,7,6,39,2
65187,23,513,1299,645,21337,56529,4,9,6,97,610,7,14,7,2,4,1,3,2,29,0
65188,34,345,1427,390,21508,57516,4,17,1,5,466,9,8,11,6,6,1,7,4,14,0
65190,27,1259,1279,1395,13205,57516,4,13,6,15,426,7,0,7,2,6,2,3,4,23,0
65191,27,1373,1129,390,5616,51993,4,4,4,6,197,7,8,7,0,6,1,7,4,20,0
65192,32,181,1179,1580,23970,37712,0,18,1,23,222,3,0,3,2,5,1,3,4,9,0
65193,18,0,65,1,56313,21116,8,1,3,119,120,7,7,7,2,4,0,3,1,52,2
65194,11,390,347,484,52788,5028,7,7,14,98,518,11,14,8,5,6,1,3,2,42,2
65195,12,456,1163,1474,40295,42562,5,0,7,65,120,7,3,7,6,6,3,6,1,26,2
65196,33,436,1371,201,43009,46817,5,6,5,16,29,10,3,9,4,6,1,8,1,26,0
65197,14,757,78,2087,55581,21036,8,14,13,69,610,7,9,7,2,6,3,7,6,13,2
65199,14,456,1342,390,38764,42199,5,0,2,0,149,7,3,7,2,6,1,8,1,13,0
65200,27,608,1279,748,14500,48267,4,13,4,45,426,7,0,7,1,6,1,3,4,23,1
65201,34,456,759,571,47508,35725,5,6,3,101,149,11,3,7,1,6,2,8,1,48,2
65203,43,456,1016,390,50809,29094,5,20,3,80,80,7,3,7,2,6,2,8,2,12,0
65204,23,971,1246,645,19291,56434,4,9,6,97,426,7,14,7,6,6,1,2,2,34,2
65205,51,456,1335,390,49516,30958,5,20,1,52,0,7,3,7,1,6,1,8,1,48,2
65207,27,727,1129,807,13075,11302,2,10,6,62,197,7,8,7,3,6,2,7,4,18,0
65208,25,1550,714,1675,39282,19966,8,11,1,36,50,7,3,7,1,6,1,6,1,9,0
65210,34,1859,1426,1961,16029,41445,0,17,8,40,466,8,3,10,6,6,1,0,1,13,0
