id,status_group
9726,non functional
19296,non functional
60261,functional needs repair
9380,functional
959,functional needs repair
5547,functional
22945,non functional
43757,non functional
41580,functional needs repair
67957,non functional
10039,functional needs repair
45305,functional
40192,non functional
28030,non functional
38006,functional needs repair
65232,functional
57996,functional
56370,non functional
29050,functional
56820,functional needs repair
2709,non functional
2702,functional needs repair
67013,functional
46274,functional
18369,functional needs repair
163,functional
3018,non functional
32725,functional needs repair
37552,non functional
67863,functional needs repair
36522,functional
51401,non functional
60607,functional
38468,non functional
9451,functional needs repair
11514,functional needs repair
57382,functional needs repair
8094,functional
45517,functional
44945,non functional
42958,non functional
6364,non functional
31745,non functional
12660,functional needs repair
55609,functional needs repair
6609,functional
9118,non functional
19750,functional
60263,non functional
29368,functional
48179,functional
913,non functional
21610,functional needs repair
4279,non functional
61702,functional
24295,non functional
31029,functional needs repair
34917,non functional
54143,functional needs repair
48165,non functional
61165,functional needs repair
3511,functional
27673,functional
46990,non functional
33691,non functional
51567,non functional
43215,non functional
26957,functional
33416,non functional
55952,functional
15766,functional
40855,non functional
27807,non functional
46443,non functional
18208,functional needs repair
7068,functional
62712,non functional
53375,functional needs repair
53895,functional
5245,functional needs repair
72156,non functional
17641,non functional
55850,functional needs repair
35754,functional
61865,functional needs repair
37403,functional
64752,functional
56021,non functional
65703,non functional
1001,non functional
31824,non functional
18836,non functional
3885,functional needs repair
14118,functional needs repair
20043,functional
9612,functional
22011,functional
46128,functional
60875,non functional
66936,functional
58928,non functional
15412,functional needs repair
58470,functional
14158,non functional
71685,functional needs repair
34218,functional needs repair
20975,functional
23201,functional needs repair
36029,functional needs repair
47768,functional
15811,non functional
15696,non functional
26130,functional
66582,functional needs repair
57266,functional
16803,functional
36212,non functional
67234,functional needs repair
70204,non functional
2576,functional
47817,functional
16554,non functional
10014,functional
39649,functional needs repair
21768,functional
13382,non functional
38340,functional
54059,non functional
48319,non functional
70126,functional
7445,functional needs repair
22399,functional
48663,functional needs repair
62521,non functional
12931,non functional
32399,functional
28936,non functional
69515,non functional
42812,functional needs repair
10462,non functional
66822,functional needs repair
65092,functional
10106,functional
31244,non functional
70198,functional
68129,functional needs repair
127,functional needs repair
44277,functional
12395,functional
46254,functional needs repair
65302,functional
29662,non functional
37879,functional needs repair
65504,non functional
8782,functional
29363,functional
38629,functional
55273,non functional
11060,functional needs repair
29588,non functional
12349,non functional
29301,functional
1867,non functional
1566,functional needs repair
24729,functional
63618,functional needs repair
18506,non functional
52835,non functional
54804,non functional
5439,functional
42479,functional
42295,non functional
35892,functional needs repair
37244,non functional
47451,functional needs repair
48106,non functional
58363,non functional
43867,non functional
19137,non functional
72547,non functional
26651,functional
29690,functional
56624,functional
28138,functional
14055,functional needs repair
45586,non functional
8651,non functional
6713,non functional
42016,functional needs repair
8693,functional needs repair
47285,functional
1098,functional
56061,non functional
20581,non functional
40565,non functional
36285,non functional
54774,functional
68375,functional needs repair
72467,functional
10343,functional needs repair
60133,non functional
40840,functional
23350,functional
26480,functional needs repair
5532,functional needs repair
14605,non functional
36089,non functional
13031,functional needs repair
33733,functional
63005,functional
18828,functional needs repair
59725,non functional
23138,functional needs repair
72526,functional needs repair
43112,functional needs repair
3866,functional needs repair
23155,non functional
8558,functional
60953,functional
18884,functional needs repair
35438,functional
56008,functional
39761,functional needs repair
41981,functional needs repair
38576,functional
56871,functional
917,functional needs repair
47737,functional
69446,functional needs repair
2626,functional
25271,non functional
34646,functional
341,functional
37897,non functional
64538,non functional
34348,non functional
67426,functional needs repair
53079,functional
12527,functional needs repair
55255,functional needs repair
44610,non functional
65546,functional needs repair
2260,non functional
5480,non functional
27649,functional
53468,non functional
497,functional needs repair
46354,non functional
38045,functional
29576,non functional
5200,functional needs repair
26463,non functional
8715,non functional
70544,functional needs repair
50219,functional
73092,non functional
30057,functional
27186,functional needs repair
29660,functional
52836,functional needs repair
66209,functional
1642,functional needs repair
59679,functional needs repair
24882,non functional
63530,non functional
15722,functional
47376,non functional
50807,functional
73203,non functional
9120,functional
45680,functional needs repair
59738,functional needs repair
21831,functional needs repair
41297,non functional
24692,functional needs repair
57243,functional needs repair
24782,functional needs repair
50595,non functional
19094,functional needs repair
48584,non functional
48555,functional
34860,functional needs repair
60788,functional needs repair
52047,non functional
61582,functional needs repair
73095,functional needs repair
53019,non functional
9899,functional needs repair
23228,non functional
44329,functional
8859,functional needs repair
18043,functional
41457,functional
42227,functional needs repair
40803,non functional
33795,functional needs repair
20012,non functional
47298,functional
65384,functional
19516,non functional
6008,functional needs repair
73261,non functional
35666,functional
58088,non functional
24040,functional needs repair
21703,non functional
63085,functional
25016,functional needs repair
22902,non functional
58243,non functional
66798,functional
58210,non functional
2527,non functional
72877,non functional
36503,functional needs repair
57992,functional needs repair
33901,non functional
63367,functional
21889,functional needs repair
44714,functional
1648,functional needs repair
69020,non functional
61641,functional
172,functional
11989,functional needs repair
61387,non functional
61936,non functional
51263,functional needs repair
39424,functional
44914,non functional
40977,functional
73925,functional
50660,functional
952,non functional
61606,functional needs repair
25329,functional
13916,non functional
23504,functional needs repair
53280,functional needs repair
51264,functional needs repair
18339,functional
57856,functional
31074,functional needs repair
21979,functional
68911,non functional
42445,functional
3493,functional needs repair
59660,functional
4690,functional
6621,functional needs repair
34656,non functional
51581,non functional
67154,functional
66142,functional needs repair
17049,non functional
53488,non functional
40701,non functional
8543,functional needs repair
63015,functional needs repair
38752,functional
5830,non functional
15645,functional needs repair
28181,functional needs repair
51803,functional needs repair
32682,non functional
73083,functional needs repair
8389,non functional
72561,functional needs repair
14682,functional needs repair
44125,functional
19755,functional needs repair
18437,functional
37809,functional
58896,non functional
56782,functional
22859,non functional
5196,functional
28854,non functional
52739,functional needs repair
28266,functional needs repair
73472,non functional
21845,functional needs repair
35978,functional needs repair
35588,non functional
57591,functional
52983,functional
11561,non functional
29609,functional
17759,non functional
73738,functional needs repair
45070,functional needs repair
25921,functional needs repair
51424,non functional
74056,functional
72373,functional needs repair
45594,non functional
44385,functional
5349,non functional
65856,functional needs repair
56192,functional needs repair
45904,functional needs repair
32231,non functional
6177,functional
2162,non functional
61649,functional
21251,non functional
4566,non functional
70553,non functional
41190,functional
25938,functional needs repair
27542,functional needs repair
27090,functional
56219,functional needs repair
73563,functional
31088,functional needs repair
54004,functional
70048,non functional
3022,functional
16785,functional
58915,non functional
73166,non functional
44005,functional
60708,functional
70812,non functional
47488,functional
12013,functional
1771,non functional
52241,non functional
35609,non functional
36662,non functional
44989,functional
34207,functional needs repair
24623,functional needs repair
47837,non functional
255,functional needs repair
4553,functional needs repair
50307,functional needs repair
63501,functional needs repair
50892,functional needs repair
33346,functional needs repair
67287,functional
39253,functional
38883,functional needs repair
56105,non functional
11206,functional
64557,functional needs repair
54769,functional
63431,functional
14352,non functional
6379,non functional
67028,functional needs repair
5682,functional needs repair
38675,functional
6666,non functional
5236,functional needs repair
21395,non functional
36698,functional needs repair
48142,functional needs repair
51286,functional
42336,non functional
31706,non functional
3345,non functional
47932,functional needs repair
31478,functional
9532,functional needs repair
73761,non functional
56671,functional needs repair
68926,functional
5948,non functional
50924,functional needs repair
54124,functional
49803,functional
45943,non functional
9416,non functional
64344,functional needs repair
18984,non functional
20418,functional needs repair
18771,functional
16973,functional needs repair
44237,functional
66917,functional needs repair
53267,non functional
60301,non functional
18067,functional needs repair
24561,functional
45213,non functional
24003,non functional
67407,functional needs repair
21502,functional
69897,functional needs repair
57803,non functional
73759,functional
73907,non functional
45239,functional needs repair
25764,non functional
29024,non functional
62429,non functional
5050,functional
50797,functional needs repair
33439,functional needs repair
50003,functional needs repair
71083,functional
21851,non functional
156,non functional
26070,functional
70845,functional
64391,functional
40193,non functional
42472,functional needs repair
24140,functional needs repair
17980,non functional
44033,functional needs repair
60837,functional
60934,functional
59198,non functional
73351,functional needs repair
27179,functional needs repair
38268,functional needs repair
64822,non functional
67220,non functional
14858,functional
5405,functional needs repair
41873,functional needs repair
35681,functional
28014,non functional
60882,functional
37197,functional needs repair
56169,non functional
40819,functional needs repair
47268,functional needs repair
25093,functional needs repair
28902,functional needs repair
2647,functional
49267,non functional
51138,non functional
33337,functional
43335,non functional
12859,functional needs repair
2376,non functional
26685,functional
67230,functional needs repair
7453,functional
14709,non functional
45608,non functional
66170,non functional
7066,non functional
49528,functional needs repair
36390,non functional
71159,functional
20907,functional
60947,functional
28109,functional needs repair
8222,functional
63419,functional needs repair
39541,non functional
66799,functional
42453,non functional
44948,functional needs repair
16134,functional needs repair
7150,functional
46674,functional needs repair
19347,non functional
73368,functional
62965,non functional
51437,non functional
7712,functional needs repair
27678,functional needs repair
19658,functional
8612,non functional
43393,functional needs repair
63767,functional needs repair
60743,non functional
38868,functional
45892,functional
7693,non functional
44321,functional needs repair
15346,non functional
3798,functional needs repair
30873,non functional
53741,non functional
61491,non functional
4689,functional needs repair
54616,functional
43137,functional needs repair
39951,functional needs repair
6774,functional needs repair
53301,functional needs repair
44379,functional needs repair
19784,functional
11880,functional
10311,non functional
71114,functional
48596,functional
12571,functional needs repair
23249,non functional
15606,functional
22941,functional needs repair
63544,functional
65483,functional
24859,non functional
50004,functional needs repair
26180,functional needs repair
25677,non functional
7806,functional
42941,functional
46795,non functional
21682,functional needs repair
53244,functional needs repair
46016,functional needs repair
56537,functional
57183,functional needs repair
71758,non functional
57645,functional
21981,functional
30118,non functional
34419,functional
646,non functional
40521,functional needs repair
31158,functional needs repair
41396,non functional
72673,functional
47571,functional needs repair
819,functional needs repair
10881,non functional
3810,non functional
7012,functional
25928,non functional
57357,non functional
68059,non functional
52523,functional needs repair
20022,non functional
35242,functional
5772,functional needs repair
68411,functional
22773,functional
30840,functional
34085,functional
11864,functional
11913,functional
11340,non functional
22905,non functional
74212,non functional
3420,functional needs repair
49412,functional needs repair
54054,functional needs repair
34444,functional
39470,non functional
23901,functional
66573,functional
57779,functional needs repair
40835,functional
50316,functional
37342,non functional
5566,non functional
60737,functional needs repair
57943,functional
66476,functional
59939,non functional
72408,functional needs repair
11873,functional
48702,functional needs repair
7015,functional needs repair
12932,functional needs repair
28055,functional needs repair
36746,functional
70432,non functional
32209,functional needs repair
65582,functional needs repair
32082,functional
62792,non functional
45653,functional
2961,functional
865,functional needs repair
73028,functional needs repair
62864,functional needs repair
66136,non functional
48998,functional
48514,functional
15090,functional
62509,non functional
17001,functional
16442,non functional
32264,non functional
25727,functional needs repair
19946,functional needs repair
2067,functional needs repair
7533,functional
65221,functional
54802,non functional
71245,functional needs repair
56479,non functional
25532,functional
52859,functional
26502,functional needs repair
15117,functional
62162,functional
24291,non functional
51849,functional needs repair
36701,non functional
20985,non functional
19748,functional
37505,non functional
11439,functional
14217,functional
36525,functional needs repair
63725,non functional
37482,functional needs repair
21715,functional needs repair
72903,functional needs repair
38794,functional
30054,functional needs repair
65097,functional needs repair
41517,non functional
14239,non functional
48270,functional
67159,functional needs repair
29086,functional
26104,non functional
11498,non functional
44768,functional needs repair
19116,functional
15023,non functional
40676,functional
8210,functional
33076,functional needs repair
56754,non functional
30889,non functional
46522,functional needs repair
11557,functional needs repair
27438,functional
4104,functional needs repair
65080,non functional
69215,non functional
36505,functional
9490,non functional
20545,functional needs repair
26335,functional needs repair
20696,non functional
38555,non functional
62469,non functional
52442,functional needs repair
39356,functional
57625,functional needs repair
51228,non functional
22062,non functional
3390,non functional
52933,functional needs repair
64378,functional
27382,functional
24366,functional
584,non functional
29605,functional needs repair
47843,functional
32981,functional needs repair
23712,non functional
36757,functional needs repair
2505,non functional
56157,non functional
62541,functional
48317,functional needs repair
33697,functional needs repair
23739,non functional
38956,functional
47565,non functional
22228,functional
46096,non functional
71805,functional needs repair
37621,functional
58278,functional
11057,functional needs repair
29557,non functional
16939,non functional
60804,non functional
15704,functional needs repair
48807,non functional
10913,functional needs repair
61545,functional
37822,functional needs repair
3474,functional
33257,non functional
21503,non functional
14268,functional
40583,non functional
65287,functional
17622,functional needs repair
69264,non functional
42084,non functional
74154,functional needs repair
1520,non functional
73005,functional needs repair
8490,functional needs repair
68489,functional needs repair
18792,non functional
51364,functional
44553,functional needs repair
12148,functional needs repair
63920,functional needs repair
7497,functional
1951,non functional
26958,functional
65897,functional needs repair
15227,non functional
17963,functional needs repair
29326,non functional
59684,functional needs repair
60256,functional
40915,functional
54884,non functional
4505,functional
24316,functional needs repair
2843,functional needs repair
38403,functional needs repair
53329,functional
50169,non functional
27766,functional
55507,non functional
6481,non functional
28793,functional needs repair
60763,non functional
54535,functional needs repair
64182,functional needs repair
11863,functional
1945,functional needs repair
42937,non functional
7836,non functional
10177,functional needs repair
44023,functional
4736,non functional
10658,functional needs repair
18927,functional needs repair
42536,functional
60925,non functional
20026,non functional
62025,functional
65029,non functional
34443,functional
49050,non functional
16075,non functional
14208,non functional
42791,functional
49532,functional
33022,functional needs repair
67529,non functional
47546,functional needs repair
28169,functional
17256,functional
27252,non functional
11454,functional needs repair
24354,non functional
49659,functional
59703,non functional
15534,non functional
57208,functional needs repair
12820,non functional
42519,functional needs repair
61228,functional
17780,functional needs repair
9587,non functional
35313,functional
48852,non functional
26297,non functional
50871,functional
41014,functional
14737,functional needs repair
29103,functional needs repair
13272,non functional
60981,functional needs repair
23040,functional needs repair
69479,functional needs repair
61110,functional
5912,functional needs repair
69460,non functional
9268,functional needs repair
58766,functional
69125,functional
33215,non functional
5531,non functional
31846,non functional
26146,functional needs repair
44608,functional
39404,functional
473,functional needs repair
918,functional
53322,functional needs repair
19984,functional needs repair
14099,functional
60507,functional needs repair
737,functional needs repair
13046,non functional
59747,functional needs repair
7466,non functional
71316,functional
54266,functional
30934,functional needs repair
65010,functional
55524,non functional
44060,functional needs repair
70372,functional
4386,functional
35675,non functional
41332,functional needs repair
55598,functional
61164,functional
45271,functional
19594,non functional
64869,functional needs repair
34652,functional needs repair
45932,functional
44634,non functional
30887,functional needs repair
23794,non functional
32176,functional
6045,non functional
34035,non functional
46466,functional needs repair
37519,functional
12536,non functional
20123,functional needs repair
33376,functional needs repair
61089,non functional
30938,functional needs repair
61987,non functional
40061,non functional
18498,functional
41951,functional
15683,non functional
44001,functional needs repair
41636,functional needs repair
18863,non functional
3130,functional
52230,functional needs repair
1969,non functional
37489,functional needs repair
28607,non functional
28975,non functional
62080,functional needs repair
59619,non functional
20251,functional
18615,functional needs repair
34650,functional
37444,functional needs repair
508,functional
8227,functional needs repair
2208,non functional
48140,non functional
34226,non functional
55270,functional needs repair
43568,functional
63385,functional needs repair
1048,non functional
7351,functional needs repair
920,functional
32400,functional needs repair
71407,functional needs repair
54681,functional needs repair
72926,non functional
17509,functional needs repair
40696,functional
39363,non functional
46131,functional
4309,functional needs repair
36560,non functional
67799,functional
72868,functional
35898,functional needs repair
10830,functional
66810,functional needs repair
68345,functional
57496,functional needs repair
52646,non functional
30932,non functional
62611,non functional
13049,functional
64431,functional needs repair
47218,non functional
5656,functional
42987,functional
6890,non functional
8074,functional
18535,functional needs repair
60005,functional
67381,functional needs repair
51550,functional needs repair
59056,non functional
21562,functional needs repair
40402,non functional
13277,non functional
44189,functional needs repair
3469,non functional
20489,functional
50987,non functional
36410,functional needs repair
858,functional
25153,functional
63774,functional needs repair
44698,functional
52280,non functional
38993,non functional
54749,functional needs repair
12336,non functional
15925,non functional
44285,non functional
39876,functional needs repair
10861,functional
7616,functional needs repair
55317,functional
63259,functional
5020,non functional
19207,non functional
10426,non functional
49202,non functional
39808,functional
17581,functional needs repair
8519,functional needs repair
56090,functional needs repair
73106,functional
33148,functional needs repair
1787,functional needs repair
9331,functional
28653,non functional
58842,functional needs repair
36459,functional needs repair
24423,functional needs repair
70219,non functional
38125,non functional
23125,non functional
49155,functional needs repair
52364,non functional
52625,non functional
54641,functional needs repair
56914,functional needs repair
941,non functional
1000,non functional
14190,functional needs repair
14574,non functional
17827,functional needs repair
9433,non functional
22234,functional needs repair
35099,functional needs repair
17763,functional needs repair
37436,non functional
62076,functional
1958,functional
8939,non functional
73476,functional needs repair
35376,functional needs repair
37382,non functional
35657,non functional
40007,functional
37040,non functional
57998,non functional
15003,functional needs repair
53737,non functional
4911,functional needs repair
62756,functional
36813,functional
52524,functional
54064,functional
61407,functional needs repair
21631,non functional
46754,functional
38078,functional
43352,non functional
41136,functional needs repair
59503,functional needs repair
11017,functional needs repair
54104,functional
37938,non functional
44879,functional needs repair
29121,functional needs repair
24111,functional
13864,functional
70659,functional
19431,functional needs repair
67382,non functional
54891,functional
56910,functional needs repair
51763,functional needs repair
37657,functional
71298,functional
34347,non functional
7747,functional
68120,functional
21308,non functional
60142,functional needs repair
10328,functional needs repair
44072,non functional
34296,functional needs repair
34055,functional needs repair
13336,non functional
2800,non functional
7274,functional
1885,functional needs repair
27234,functional
5704,functional
48053,functional needs repair
35428,non functional
60232,non functional
8489,functional
72991,functional needs repair
27604,functional needs repair
63555,non functional
4482,non functional
48718,functional needs repair
1521,non functional
14094,functional
22464,non functional
41322,non functional
60153,functional
19339,functional
57171,functional needs repair
24293,functional
56039,non functional
9472,functional
10554,non functional
26606,non functional
46533,non functional
32950,non functional
59127,functional
68801,functional needs repair
21924,non functional
40151,non functional
25393,functional
66761,functional needs repair
24637,functional needs repair
36937,functional needs repair
68907,functional
13475,non functional
22882,non functional
55068,functional needs repair
9498,functional needs repair
35031,functional needs repair
39312,non functional
50350,non functional
58092,non functional
52681,functional
41786,functional
37132,non functional
14545,functional
20394,non functional
52720,non functional
65107,functional needs repair
55271,non functional
64854,functional needs repair
74232,functional needs repair
16709,functional
11670,non functional
50639,non functional
15909,functional needs repair
13270,functional needs repair
25149,non functional
12208,functional needs repair
26350,non functional
45210,functional
20335,functional
5868,functional needs repair
62144,non functional
71406,functional
10920,functional
38396,functional
35690,non functional
69510,functional
46371,functional
33984,functional needs repair
73152,functional needs repair
58024,functional
71738,functional needs repair
28065,non functional
67086,functional needs repair
58122,non functional
57668,functional
31327,functional needs repair
14781,non functional
51381,functional
55004,functional needs repair
43219,functional needs repair
38978,functional needs repair
11044,functional needs repair
24771,functional
18028,non functional
70575,non functional
49777,non functional
29806,functional
2580,non functional
26225,functional needs repair
29647,functional needs repair
45709,non functional
41625,functional needs repair
54310,functional
28899,functional
16034,non functional
64848,functional
32694,non functional
58564,functional
29310,non functional
39223,non functional
36658,non functional
73611,functional needs repair
3761,functional needs repair
62277,functional
16590,functional needs repair
12774,functional
36944,functional
13416,non functional
54088,functional needs repair
67150,functional needs repair
60727,functional needs repair
31595,non functional
55174,functional needs repair
19383,non functional
41016,functional needs repair
11869,non functional
17512,functional
329,functional needs repair
27467,functional needs repair
29547,non functional
57341,non functional
9099,non functional
30276,functional
60830,functional needs repair
40236,functional
16418,functional needs repair
55143,non functional
67182,functional
66236,functional needs repair
933,functional needs repair
9530,non functional
21874,functional
23489,non functional
11959,functional
47086,functional
17465,non functional
33004,functional
29840,non functional
26298,functional needs repair
19584,functional needs repair
23534,functional needs repair
4281,functional
10431,functional needs repair
71234,non functional
18446,non functional
57530,functional
33167,functional needs repair
41384,non functional
12559,functional
64292,functional needs repair
52393,functional
45883,functional
39995,non functional
27159,non functional
65782,non functional
35599,functional
67723,functional needs repair
35935,functional needs repair
18721,functional needs repair
37086,non functional
53876,non functional
20928,functional
26435,functional needs repair
59449,non functional
53589,functional
72395,non functional
55489,non functional
28490,functional needs repair
25904,functional needs repair
6112,functional
41087,functional needs repair
35616,functional needs repair
42458,functional
66491,non functional
9902,functional needs repair
39501,functional needs repair
57271,functional needs repair
54070,functional needs repair
57910,functional needs repair
71307,functional
73233,non functional
54190,functional
43476,functional
15291,non functional
55442,functional
73581,non functional
21815,functional needs repair
26448,functional needs repair
37929,functional needs repair
57411,functional needs repair
35623,functional needs repair
22237,non functional
59922,functional
61522,functional needs repair
38593,functional
26325,functional needs repair
52529,non functional
16179,functional
51492,non functional
16490,functional
12533,functional needs repair
20630,non functional
21096,functional
58303,functional needs repair
38251,functional needs repair
38969,non functional
69249,functional needs repair
1704,non functional
68089,functional
70082,non functional
64897,functional needs repair
1539,non functional
63401,functional
17289,functional needs repair
62502,functional
8008,non functional
34013,functional
32417,functional needs repair
9402,functional needs repair
45289,functional
73097,functional
30193,non functional
1600,functional needs repair
39380,functional
64694,non functional
64445,non functional
38643,functional needs repair
4584,functional needs repair
38012,functional needs repair
66001,non functional
39547,functional needs repair
31019,functional
38342,functional
5833,functional needs repair
13355,functional
18172,functional needs repair
65723,functional
25047,functional needs repair
60182,non functional
23306,functional needs repair
39438,functional needs repair
31343,non functional
25587,functional
33637,functional
70033,functional needs repair
16763,functional
60779,non functional
48712,functional needs repair
39140,functional
50624,functional needs repair
53191,non functional
47480,functional
58276,non functional
20905,functional needs repair
50945,functional needs repair
22691,functional needs repair
63644,non functional
21373,non functional
59934,non functional
1501,functional needs repair
4506,non functional
67417,non functional
31437,non functional
45686,functional needs repair
322,functional needs repair
66741,non functional
17982,functional
28695,functional
62059,functional needs repair
22640,functional
8415,functional
46551,non functional
29090,non functional
42749,functional needs repair
12189,functional needs repair
33882,functional
21335,functional needs repair
12028,functional needs repair
37175,functional
38194,non functional
9442,functional needs repair
49740,functional needs repair
64124,functional
62573,functional
44167,non functional
50010,functional
10025,non functional
45602,functional
68765,functional
12589,functional needs repair
59324,functional
33688,functional needs repair
19954,functional needs repair
22395,functional
26777,functional
26743,non functional
27081,non functional
33187,non functional
32790,functional
1570,functional needs repair
58116,non functional
33352,non functional
20186,non functional
15559,non functional
19807,functional
60205,functional needs repair
15388,functional
57972,functional needs repair
47257,non functional
33815,functional needs repair
55742,functional needs repair
7644,functional
61628,functional
70675,non functional
42823,non functional
19779,functional needs repair
5717,non functional
19844,functional needs repair
39889,non functional
21722,functional
32563,functional needs repair
70253,functional
33707,non functional
74113,functional
65967,functional
37035,non functional
8760,non functional
33546,functional needs repair
19101,functional needs repair
68799,functional needs repair
56246,non functional
62810,functional
61890,non functional
5141,functional
29355,functional needs repair
33327,functional
58982,non functional
60223,functional
63199,functional
21388,functional needs repair
18585,non functional
21728,non functional
30865,functional
10816,non functional
61227,non functional
61428,functional
41232,functional
13413,functional
32796,functional needs repair
67277,functional
48199,functional needs repair
57497,functional
23991,non functional
65862,non functional
12726,functional
26953,functional needs repair
40165,functional needs repair
33105,non functional
70858,functional needs repair
11052,functional
1219,functional
2789,non functional
39769,functional needs repair
39656,functional needs repair
39024,non functional
66675,non functional
38102,non functional
11270,functional needs repair
63282,functional needs repair
19838,functional needs repair
3489,non functional
39335,non functional
37020,functional needs repair
2345,functional needs repair
22712,functional needs repair
30822,functional needs repair
17416,functional
55759,non functional
18373,non functional
31433,non functional
49325,functional
39393,non functional
52516,functional
51356,functional needs repair
38136,functional
1350,non functional
66588,functional
73304,functional needs repair
71524,functional
63270,non functional
61101,functional
71988,functional needs repair
70536,functional
40262,non functional
73038,non functional
6582,functional needs repair
13369,non functional
72495,functional
8747,functional needs repair
20535,functional
32571,functional
31564,functional needs repair
31110,functional needs repair
7027,functional needs repair
56506,functional needs repair
54293,non functional
27157,functional needs repair
1789,non functional
49379,functional
72067,functional needs repair
63322,functional needs repair
70759,functional
63529,functional
18405,functional needs repair
16878,functional needs repair
58940,functional
50775,functional needs repair
69721,non functional
31663,non functional
6810,non functional
54609,non functional
30612,functional needs repair
4519,functional
37636,functional needs repair
55899,functional
11240,non functional
14223,functional needs repair
56236,functional needs repair
12259,functional
22141,functional
1370,functional
70836,functional
18625,non functional
29119,non functional
5041,functional needs repair
56083,functional needs repair
902,non functional
14689,functional
3009,functional
1398,non functional
66561,functional needs repair
49986,functional needs repair
16577,functional
42217,functional needs repair
49941,functional
53977,functional
31129,non functional
3546,functional
62745,functional needs repair
58720,functional needs repair
2743,functional
45176,functional needs repair
6832,non functional
10277,functional needs repair
68567,functional needs repair
66320,functional
31952,non functional
18009,non functional
37804,non functional
21749,functional
29055,functional
23375,non functional
33913,functional needs repair
22145,functional needs repair
47180,functional needs repair
51677,functional
4434,non functional
44403,non functional
55027,functional needs repair
60119,non functional
22873,functional
62498,non functional
29006,functional
48286,non functional
45429,non functional
33987,functional needs repair
2308,functional needs repair
5776,functional needs repair
58409,non functional
5901,functional needs repair
42560,non functional
36456,functional
24770,non functional
12066,functional needs repair
74028,non functional
12112,functional
73069,non functional
17954,non functional
31238,non functional
32423,functional
55379,non functional
35248,functional needs repair
18465,functional
13688,functional needs repair
51771,functional needs repair
12524,non functional
38308,functional
69317,functional needs repair
9504,non functional
55756,functional needs repair
18896,non functional
10536,non functional
73610,functional
45186,non functional
3617,non functional
41958,non functional
27720,functional
38061,functional needs repair
68290,functional
55701,non functional
57822,non functional
27463,functional needs repair
19350,non functional
45711,non functional
37651,functional
56508,functional needs repair
3416,functional needs repair
63389,non functional
32470,functional
32476,functional
11176,non functional
37019,functional
33635,functional
3188,functional needs repair
55475,non functional
55090,non functional
59979,non functional
39796,functional needs repair
54157,functional needs repair
65307,functional needs repair
27351,functional needs repair
13654,functional needs repair
62110,functional
52339,non functional
28207,functional needs repair
49822,non functional
39798,functional
4375,non functional
40503,functional
15511,non functional
29480,functional needs repair
47418,functional
68897,functional
26536,functional needs repair
41805,functional needs repair
8613,functional needs repair
27540,non functional
60052,non functional
74182,functional
57444,functional needs repair
60679,functional needs repair
27560,non functional
51654,functional needs repair
30299,non functional
32861,non functional
32887,non functional
5243,functional
10216,functional
65876,functional
69664,non functional
36551,functional needs repair
25257,non functional
33544,functional
19165,non functional
38076,non functional
65811,functional needs repair
56463,functional needs repair
60172,functional needs repair
35164,functional
40047,non functional
66904,functional needs repair
33005,functional needs repair
34242,functional
50274,non functional
52474,functional needs repair
59337,functional needs repair
39037,non functional
671,non functional
41286,functional needs repair
37572,functional
67085,functional
60724,functional needs repair
4426,functional needs repair
33519,functional needs repair
68693,functional needs repair
27411,functional
16059,non functional
10508,functional needs repair
51091,non functional
58161,non functional
2009,non functional
65306,functional needs repair
45129,functional needs repair
70886,functional needs repair
21079,non functional
14423,functional needs repair
29260,non functional
33415,functional needs repair
22153,functional
55873,functional
56274,functional needs repair
973,functional
2449,functional
50726,functional needs repair
56206,non functional
11729,functional needs repair
13638,non functional
58446,non functional
9961,functional
3172,non functional
19777,non functional
5681,functional needs repair
47297,non functional
68606,functional
58589,non functional
70214,non functional
61042,functional
11747,functional needs repair
72704,functional needs repair
19528,non functional
25812,functional needs repair
9042,functional needs repair
52702,non functional
60287,functional needs repair
67148,non functional
54592,functional needs repair
64936,functional needs repair
17514,functional needs repair
31598,functional
12279,functional needs repair
64840,functional
4094,functional
22173,functional needs repair
13577,functional needs repair
4468,non functional
6476,functional needs repair
10501,non functional
21000,non functional
13196,non functional
53066,non functional
22751,functional needs repair
24620,non functional
54477,functional
4677,functional needs repair
32688,functional needs repair
37045,non functional
22548,non functional
27501,functional needs repair
18736,non functional
68263,functional
73533,non functional
72281,functional needs repair
63286,functional needs repair
36489,non functional
40144,functional needs repair
466,non functional
901,functional needs repair
28663,functional
65505,functional
63075,non functional
38111,functional needs repair
52514,non functional
24799,non functional
2875,functional
31780,functional
36376,non functional
38663,functional needs repair
42162,functional needs repair
49858,functional needs repair
33864,non functional
73493,functional
71261,functional needs repair
53630,non functional
58384,functional needs repair
40480,functional needs repair
3505,functional
72210,functional needs repair
14528,functional needs repair
56144,non functional
46076,functional needs repair
55824,functional
21954,non functional
24033,non functional
817,functional needs repair
11685,functional needs repair
54148,non functional
69419,functional needs repair
9333,functional
73856,functional
48454,functional needs repair
34611,functional needs repair
35920,functional needs repair
12528,functional
69784,functional needs repair
33552,functional
17157,non functional
73453,functional
50981,functional needs repair
23674,functional
11553,non functional
29217,functional
73049,functional needs repair
53701,functional needs repair
34042,functional
58103,functional needs repair
69002,non functional
10763,non functional
21134,functional needs repair
24693,functional
32639,functional needs repair
38042,functional needs repair
65143,functional needs repair
